Authors,Title,Year,Source title,Link,Abstract
"McInerney J., Brost B., Chandar P., Mehrotra R., Carterette B.","Counterfactual Evaluation of Slate Recommendations with Sequential Reward Interactions",2020,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090403335&doi=10.1145%2f3394486.3403229&partnerID=40&md5=2e3ca6e0e71a2389bb7db7965ed07907","Users of music streaming, video streaming, news recommendation, and e-commerce services often engage with content in a sequential manner. Providing and evaluating good sequences of recommendations is therefore a central problem for these services. Prior reweighting-based counterfactual evaluation methods either suffer from high variance or make strong independence assumptions about rewards. We propose a new counterfactual estimator that allows for sequential interactions in the rewards with lower variance in an asymptotically unbiased manner. Our method uses graphical assumptions about the causal relationships of the slate to reweight the rewards in the logging policy in a way that approximates the expected sum of rewards under the target policy. Extensive experiments in simulation and on a live recommender system show that our approach outperforms existing methods in terms of bias and data efficiency for the sequential track recommendations problem. © 2020 ACM."
"Wu Y., Zhang L., Wu X.","On discrimination discovery and removal in ranked data using causal graph",2018,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051505227&doi=10.1145%2f3219819.3220087&partnerID=40&md5=a847f868b4c0679f79f9b09e5a5e2abf","Predictive models learned from historical data are widely used to help companies and organizations make decisions. However, they may digitally unfairly treat unwanted groups, raising concerns about fairness and discrimination. In this paper, we study the fairness-aware ranking problem which aims to discover discrimination in ranked datasets and reconstruct the fair ranking. Existing methods in fairness-aware ranking are mainly based on statistical parity that cannot measure the true discriminatory effect since discrimination is causal. On the other hand, existing methods in causal-based anti-discrimination learning focus on classification problems and cannot be directly applied to handle the ranked data. To address these limitations, we propose to map the rank position to a continuous score variable that represents the qualification of the candidates. Then, we build a causal graph that consists of both the discrete profile attributes and the continuous score. The path-specific effect technique is extended to the mixed-variable causal graph to identify both direct and indirect discrimination. The relationship between the path-specific effects for the ranked data and those for the binary decision is theoretically analyzed. Finally, algorithms for discovering and removing discrimination from a ranked dataset are developed. Experiments using the real-world dataset show the effectiveness of our approaches. © 2018 Association for Computing Machinery."
"Joseph M., Kearns M., Morgenstern J., Neel S., Roth A.",[No title available],2016,"Rawlsian fairness for machine learning",,[No abstract available]
"Yang H., Ling G., Su Y., Lyu M.R., King I.","Boosting Response Aware Model-Based Collaborative Filtering",2015,"IEEE Transactions on Knowledge and Data Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936877686&doi=10.1109%2fTKDE.2015.2405556&partnerID=40&md5=a012394bc928d379f40acb5e3688c67d","Recommender systems are promising for providing personalized favorite services. Collaborative filtering (CF) technologies, making prediction of users' preference based on users' previous behaviors, have become one of the most successful techniques to build modern recommender systems. Several challenging issues occur in previously proposed CF methods: 1) most CF methods ignore users' response patterns and may yield biased parameter estimation and suboptimal performance; 2) some CF methods adopt heuristic weight settings, which lacks a systematical implementation; and 3) the multinomial mixture models may weaken the computational ability of matrix factorization for generating the data matrix, thus increasing the computational cost of training. To resolve these issues, we incorporate users' response models into the probabilistic matrix factorization (PMF), a popular matrix factorization CF model, to establish the response aware probabilistic matrix factorization (RAPMF) framework. More specifically, we make the assumption on the user response as a Bernoulli distribution which is parameterized by the rating scores for the observed ratings while as a step function for the unobserved ratings. Moreover, we speed up the algorithm by a mini-batch implementation and a crafting scheduling policy. Finally, we design different experimental protocols and conduct systematical empirical evaluation on both synthetic and real-world datasets to demonstrate the merits of the proposed RAPMF and its mini-batch implementation. © 2015 IEEE."
"Kiyohara H., Saito Y., Matsuhiro T., Narita Y., Shimizu N., Yamamoto Y.","Doubly robust off-policy evaluation for ranking policies under the cascade behavior model",2022,"WSDM 2022 - Proceedings of the 15th ACM International Conference on Web Search and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125768357&doi=10.1145%2f3488560.3498380&partnerID=40&md5=5683592aa8fb3bad4d50092732f87267","In real-world recommender systems and search engines, optimizing ranking decisions to present a ranked list of relevant items is critical. Off-policy evaluation (OPE) for ranking policies is thus gaining a growing interest because it enables performance estimation of new ranking policies using only logged data. Although OPE in contextual bandits has been studied extensively, its naive application to the ranking setting faces a critical variance issue due to the huge item space. To tackle this problem, previous studies introduce some assumptions on user behavior to make the combinatorial item space tractable. However, an unrealistic assumption may, in turn, cause serious bias. Therefore, appropriately controlling the bias-variance tradeoff by imposing a reasonable assumption is the key for success in OPE of ranking policies. To achieve a well-balanced bias-variance tradeoff, we propose the Cascade Doubly Robust estimator building on the cascade assumption, which assumes that a user interacts with items sequentially from the top position in a ranking. We show that the proposed estimator is unbiased in more cases compared to existing estimators that make stronger assumptions on user behavior. Furthermore, compared to a previous estimator based on the same cascade assumption, the proposed estimator reduces the variance by leveraging a control variate. Comprehensive experiments on both synthetic and real-world e-commerce data demonstrate that our estimator leads to more accurate OPE than existing estimators in a variety of settings. © 2022 ACM."
"Buyl M., De Bie T.","Debayes: a bayesian method for debiasing network embeddings",2020,"International Conference on Machine Learning",,[No abstract available]
"Qin Z., Chen S.J., Metzler D., Noh Y., Qin J., Wang X.","Attribute-based Propensity for Unbiased Learning in Recommender Systems: Algorithm and Case Studies",2020,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090414680&doi=10.1145%2f3394486.3403285&partnerID=40&md5=28fe01cf5fd8d69629bfa7bb4b992fe1","Many modern recommender systems train their models based on a large amount of implicit user feedback data. Due to the inherent bias in this data (e.g., position bias), learning from it directly can lead to suboptimal models. Recently, unbiased learning was proposed to address such problems by leveraging counterfactual techniques like inverse propensity weighting (IPW). In these methods, propensity scores estimation is usually limited to item's display position in a single user interface (UI). In this paper, we generalize the traditional position bias model to an attribute-based propensity framework. Our methods estimate propensity scores based on offline data and allow propensity estimation across a broad range of implicit feedback scenarios, e.g., feedback beyond recommender system UI. We demonstrate this by applying this framework to three real-world large-scale recommender systems in Google Drive that serve millions of users. For each system, we conduct both offline and online evaluation. Our results show that the proposed framework is able to significantly improve upon strong production baselines across a diverse range of recommendation item types (documents, people-document pairs, and queries), UI layouts (horizontal, vertical, and grid layouts), and underlying learning algorithms (gradient boosted decision trees and neural networks), all without the need to intervene and degrade the user experience. The proposed models have been deployed in the production systems with ease since no serving infrastructure change is needed. © 2020 Owner/Author."
"Wasilewski J., Hurley N.","Incorporating diversity in a learning to rank recommender system",2016,"Proceedings of the 29th International Florida Artificial Intelligence Research Society Conference, FLAIRS 2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004109091&partnerID=40&md5=47e3acafbc18287c899c38bd112ff850","Regularisation is typically applied to the optimisation objective of matrix factorisation methods in order to avoid over-fitting. In this paper, we explore the use of regularisation to enhance the diversity of the recommendations produced by these methods. Given a matrix of pairwise item distances, we add regularisation terms dependent on the item distances to the accuracy objective of a learning to rank matrix factorisation formulation. We examine the impact of these regularisers on the latent factors produced by the algorithm and show that such regularisation does indeed promote diversity. The regularisation comes at a cost of performance in terms of accuracy and ultimately the approach cannot greatly enhance diversity without a consequent fall-off in accuracy. Copyright © 2016, Association for the Advancement of Artificial Intelligence (www.aaai.org). All right reserved."
"Lin J., Liu W., Dai X., Zhang W., Li S., Tang R., He X., Hao J., Yu Y.","A Graph-Enhanced Click Model for Web Search",2021,"SIGIR 2021 - Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111704709&doi=10.1145%2f3404835.3462895&partnerID=40&md5=cbe3d2a8df2b91e8de8e64bd6f0c1486","To better exploit search logs and model users' behavior patterns, numerous click models are proposed to extract users' implicit interaction feedback. Most traditional click models are based on the probabilistic graphical model (PGM) framework, which requires manually designed dependencies and may oversimplify user behaviors. Recently, methods based on neural networks are proposed to improve the prediction accuracy of user behaviors by enhancing the expressive ability and allowing flexible dependencies. However, they still suffer from the data sparsity and cold-start problems. In this paper, we propose a novel graph-enhanced click model (GraphCM) for web search. Firstly, we regard each query or document as a vertex, and propose novel homogeneous graph construction methods for queries and documents respectively, to fully exploit both intra-session and inter-session information for the sparsity and cold-start problems. Secondly, following the examination hypothesis, we separately model the attractiveness estimator and examination predictor to output the attractiveness scores and examination probabilities, where graph neural networks and neighbor interaction techniques are applied to extract the auxiliary information encoded in the pre-constructed homogeneous graphs. Finally, we apply combination functions to integrate examination probabilities and attractiveness scores into click predictions. Extensive experiments conducted on three real-world session datasets show that GraphCM not only outperforms the state-of-art models, but also achieves superior performance in addressing the data sparsity and cold-start problems. © 2021 ACM."
"Yao S., Huang B.","New fairness metrics for recommendation that embrace differences",2017,"New Fairness Metrics for Recommendation That Embrace Differences",,[No abstract available]
"Zhu Z., He Y., Zhang Y., Caverlee J.","Unbiased Implicit Recommendation and Propensity Estimation via Combinational Joint Learning",2020,"RecSys 2020 - 14th ACM Conference on Recommender Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092690634&doi=10.1145%2f3383313.3412210&partnerID=40&md5=537aad42b99f5a7bad5278547535f1f0","This paper focuses on how to generate unbiased recommendations based on biased implicit user-item interactions. We propose a combinational joint learning framework to simultaneously learn unbiased user-item relevance and unbiased propensity. More specifically, we first present a new unbiased objective function for estimating propensity. We then show how a naïve joint learning approach faces an estimation-training overlap problem. Hence, we propose to jointly train multiple sub-models from different parts of the training dataset to avoid this problem. Finally, we show how to incorporate residual components trained by the complete training data to complement the relevance and propensity sub-models. Extensive experiments on two public datasets demonstrate the effectiveness of the proposed model with an improvement of 4% on average over the best alternatives. © 2020 ACM."
"Yadav H., Du Z., Joachims T.","Policy-Gradient Training of Fair and Unbiased Ranking Functions",2021,"SIGIR 2021 - Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111669181&doi=10.1145%2f3404835.3462953&partnerID=40&md5=92ba8182aea0e1157313a8b1f124c200","While implicit feedback (e.g., clicks, dwell times, etc.) is an abundant and attractive source of data for learning to rank, it can produce unfair ranking policies for both exogenous and endogenous reasons. Exogenous reasons typically manifest themselves as biases in the training data, which then get reflected in the learned ranking policy and often lead to rich-get-richer dynamics. Moreover, even after the correction of such biases, reasons endogenous to the design of the learning algorithm can still lead to ranking policies that do not allocate exposure among items in a fair way. To address both exogenous and endogenous sources of unfairness, we present the first learning-to-rank approach that addresses both presentation bias and merit-based fairness of exposure simultaneously. Specifically, we define a class of amortized fairness-of-exposure constraints that can be chosen based on the needs of an application, and we show how these fairness criteria can be enforced despite the selection biases in implicit feedback data. The key result is an efficient and flexible policy-gradient algorithm, called FULTR, which is the first to enable the use of counterfactual estimators for both utility estimation and fairness constraints. Beyond the theoretical justification of the framework, we show empirically that the proposed algorithm can learn accurate and fair ranking policies from biased and noisy feedback. © 2021 ACM."
"Li R.Z., Urbano J., Hanjalic A.","Leave No User Behind: Towards Improving the Utility of Recommender Systems for Non-mainstream Users",2021,"WSDM 2021 - Proceedings of the 14th ACM International Conference on Web Search and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103045319&doi=10.1145%2f3437963.3441769&partnerID=40&md5=0f386514e931bbe714c6a4d503a1bff3","In a collaborative-filtering recommendation scenario, biases in the data will likely propagate in the learned recommendations. In this paper we focus on the so-called mainstream bias: the tendency of a recommender system to provide better recommendations to users who have a mainstream taste, as opposed to non-mainstream users. We propose NAECF, a conceptually simple but effective idea to address this bias. The idea consists of adding an autoencoder (AE) layer when learning user and item representations with text-based Convolutional Neural Networks. The AEs, one for the users and one for the items, serve as adversaries to the process of minimizing the rating prediction error when learning how to recommend. They enforce that the specific unique properties of all users and items are sufficiently well incorporated and preserved in the learned representations. These representations, extracted as the bottlenecks of the corresponding AEs, are expected to be less biased towards mainstream users, and to provide more balanced recommendation utility across all users. Our experimental results confirm these expectations, significantly improving the recommendations for non-mainstream users while maintaining the recommendation quality for mainstream users. Our results emphasize the importance of deploying extensive content-based features, such as online reviews, in order to better represent users and items to maximize the de-biasing effect. © 2021 Owner/Author."
"Saito Y.","Unbiased Pairwise Learning from Biased Implicit Feedback",2020,"ICTIR 2020 - Proceedings of the 2020 ACM SIGIR International Conference on Theory of Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093109099&doi=10.1145%2f3409256.3409812&partnerID=40&md5=b099df5a94d4547e6f7eca676f91eb12","Implicit feedback is prevalent in real-world scenarios and is widely used in the construction of recommender systems. However, the application of implicit feedback data is much more complicated than its explicit counterpart because it provides only positive feedback, and we cannot know whether the non-interacted feedback is positive or negative. Furthermore, positive feedback for rare items is observed less frequently than popular items. The relevance of such rare items is often underestimated. Existing solutions to such challenges are subject to bias toward the ideal loss function of interest or accept a simple pointwise approach, which is inappropriate for a ranking task. In this study, we first define an ideal pairwise loss function defined using the ground-truth relevance parameters that should be used to optimize the ranking metrics. Subsequently, we propose a theoretically grounded unbiased estimator for this ideal pairwise loss and a corresponding algorithm, Unbiased Bayesian Personalized Ranking. A pairwise algorithm addressing the two major difficulties in using implicit feedback has yet to be investigated, and the proposed algorithm is the first pairwise method for solving these challenges in a theoretically principal manner. Through theoretical analysis, we provide the critical statistical properties of the proposed unbiased estimator and a practical variance reduction technique. Empirical evaluations using real-world datasets demonstrate the practical strength of our approach. © 2020 ACM."
"Chen J., Wang C., Ester M., Shi Q., Feng Y., Chen C.","Social Recommendation with Missing Not at Random Data",2018,"Proceedings - IEEE International Conference on Data Mining, ICDM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061347504&doi=10.1109%2fICDM.2018.00018&partnerID=40&md5=f3f0969a7d41f16f4208a6818b281aef","With the explosive growth of online social networks, many social recommendation methods have been proposed and demonstrated that social information has potential to improve the recommendation performance. However, existing social recommendation methods always assume that the data is missing at random (MAR) but this is rarely the case. In fact, by analysing two real-world social recommendation datasets, we observed the following interesting phenomena: (1) users tend to consume and rate the items that they like and the items that have been consumed by their friends. (2) When the items have been consumed by more friends, the average values of the observed ratings will become smaller, not larger as assumed by the existing models. To model these phenomena, we integrate the missing not at random (MNAR) assumption in social recommendation and propose a new social recommendation method SPMF-MNAR, which models the observation process of rating data based on user's preference and social influence. Extensive experiments conducted on large real-world datasets validate that SPMF-MNAR achieves better performance than existing social recommendation methods and the non-social methods based on MNAR assumption. © 2018 IEEE."
"Kamishima T., Akaho S., Asoh H., Sakuma J.","Correcting popularity bias by enhancing recommendation neutrality",2014,"Poster Proceedings of the 8th ACM Conference on Recommender Systems, RecSys 2014",,[No abstract available]
"Guo R., Zhao X., Henderson A., Hong L., Liu H.","Debiasing Grid-based Product Search in E-commerce",2020,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090401435&doi=10.1145%2f3394486.3403336&partnerID=40&md5=5783dea641ecc7b8069903b47ae409b0","The widespread usage of e-commerce websites in daily life and the resulting wealth of implicit feedback data form the foundation for systems that train and test e-commerce search ranking algorithms. While convenient to collect, implicit feedback data inherently suffers from various types of bias since user feedback is limited to products they are exposed to by existing search ranking algorithms and impacted by how the products are displayed. In the literature, a vast majority of existing methods have been proposed towards unbiased learning to rank for list-based web search scenarios. However, such methods cannot be directly adopted by e-commerce websites mainly for two reasons. First, in e-commerce websites, search engine results pages (SERPs) are displayed in 2-dimensional grids. The existing methods have not considered the difference in user behavior between list-based web search and grid-based product search. Second, there can be multiple types of implicit feedback (e.g., clicks and purchases) on e-commerce websites. We aim to utilize all types of implicit feedback as the supervision signals. In this work, we extend unbiased learning to rank to the world of e-commerce search via considering a grid-based product search scenario. We propose a novel framework which (1) forms the theoretical foundations to allow multiple types of implicit feedback in unbiased learning to rank and (2) incorporates the row skipping and slower decay click models to capture unique user behavior patterns in grid-based product search for inverse propensity scoring. Through extensive experiments on real-world e-commerce search log datasets across browsing devices and product taxonomies, we show that the proposed framework outperforms the state of the art unbiased learning to rank algorithms. These results also reveal important insights on how user behavior patterns vary in e-commerce SERPs across browsing devices and product taxonomies. © 2020 ACM."
"Wang X., Hoi S.C.H., Liu C., Ester M.","Interactive social recommendation",2017,"International Conference on Information and Knowledge Management, Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037361834&doi=10.1145%2f3132847.3132880&partnerID=40&md5=0ed734c2956a1939fa305af25176bf60","Social recommendation has been an active research topic over the last decade, based on the assumption that social information from friendship networks is beneficial for improving recommendation accuracy, especially when dealing with cold-start users who lack sufficient past behavior information for accurate recommendation. However, it is nontrivial to use such information, since some of a person's friends may share similar preferences in certain aspects, but others may be totally irrelevant for recommendations. .us one challenge is to explore and exploit the extend to which a user trusts his/her friends when utilizing social information to improve recommendations. On the other hand, most existing social recommendation models are non-interactive in that their algorithmic strategies are based on batch learning methodology, which learns to train the model in an offine manner from a collection of training data which are accumulated from usersfi historical interactions with the recommender systems. In the real world, new users may leave the systems for the reason of being recommended with boring items before enough data is collected for training a good model, which results in an inefficient customer retention. To tackle these challenges, we propose a novel method for interactive social recommendation, which not only simultaneously explores user preferences and exploits the effectiveness of personalization in an interactive way,but also adaptively learns different weights for different friends. In addition, we also give analyses on the complexity and regret of the proposed model. Extensive experiments on three real-world datasets illustrate the improvement of our proposed method against the state-of-the-art algorithms. © 2017 ACM."
"Kamishima T., Akaho S., Asoh H., Sakuma J.","Efficiency improvement of neutrality-enhanced recommendation",2013,"CEUR Workshop Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924995114&partnerID=40&md5=3d7edb81f9b00ba67ca07fd04ef7d15f","This paper proposes an algorithm for making recommendations so that neutrality from a viewpoint specified by the user is enhanced. This algorithm is useful for avoiding decisions based on biased information. Such a problem is pointed out as the filter bubble, which is the influence in social decisions biased by personalization technologies. To provide a neutrality-enhanced recommendation, we must first assume that a user can specify a particular viewpoint from which the neutrality can be applied, because a recommendation that is neutral from all viewpoints is no longer a recommendation. Given such a target viewpoint, we implement an information-neutral recommendation algorithm by introducing a penalty term to enforce statistical independence between the target viewpoint and a rating. We empirically show that our algorithm enhances the independence from the specified viewpoint. Copyright © 2013 for the individual papers by the papers' authors."
"Chen J., Wang X., Feng F., He X.","Bias issues and solutions in recommender system: Tutorial on the RecSys 2021",2021,"RecSys 2021 - 15th ACM Conference on Recommender Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115649852&doi=10.1145%2f3460231.3473321&partnerID=40&md5=b78c36570e1fdd01b9b60502ff1e72e1","Recommender systems (RS) have demonstrated great success in information seeking. Recent years have witnessed a large number of work on inventing recommendation models to better fit user behavior data. However, user behavior data is observational rather than experimental. This makes various biases widely exist in the data, including but not limited to selection bias, position bias, exposure bias. Blindly fitting the data without considering the inherent biases will result in many serious issues, e.g., the discrepancy between offline evaluation and online metrics, hurting user satisfaction and trust on the recommendation service, etc. To transform the large volume of research models into practical improvements, it is highly urgent to explore the impacts of the biases and develop debiasing strategies when necessary. Therefore, bias issues and solutions in recommender systems have drawn great attention from both academic and industry. In this tutorial, we aim to provide an systemic review of existing work on this topic. We will introduce six types of biases in recommender system, along with their definitions and characteristics; review existing debiasing solutions, along with their strengths and weaknesses; and identify some open challenges and future directions. We hope this tutorial could stimulate more ideas on this topic and facilitate the development of debiasing recommender systems. © 2021 ACM."
"Wang T., Wang D.","Why Amazon's ratings might mislead you: The story of herding effects",2014,"Big Data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991806460&doi=10.1089%2fbig.2014.0063&partnerID=40&md5=0fe4c850e03e17466a989fa384a0bb38","Our society is increasingly relying on digitalized, aggregated opinions of individuals to make decisions (e.g., product recommendation based on collective ratings). One key requirement of harnessing this ""wisdom of crowd"" is the independency of individuals' opinions; yet, in real settings, collective opinions are rarely simple aggregations of independent minds. Recent experimental studies document that disclosing prior collective ratings distorts individuals' decision making as well as their perceptions of quality and value, highlighting a fundamental discrepancy between our perceived values from collective ratings and products' intrinsic values. Here we present a mechanistic framework to describe herding effects of prior collective ratings on subsequent individual decision making. Using large-scale longitudinal customer rating datasets, we find that our method successfully captures the dynamics of ratings growth, helping us separate social influence bias from inherent values. Leveraging the proposed framework, we quantitatively characterize the herding effects existing in product rating systems and promote strategies to untangle manipulations and social biases. © Mary Ann Liebert, Inc. 2014."
"Kim Y.-D., Choi S.","Bayesian binomial mixture model for collaborative prediction with non-random missing data",2014,"RecSys 2014 - Proceedings of the 8th ACM Conference on Recommender Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908872181&doi=10.1145%2f2645710.2645754&partnerID=40&md5=0f22a9a34bdde10bb8e94929a8d7a8fe","Collaborative prediction involves filling in missing entries of a useritem matrix to predict preferences of users based on their observed preferences. Most of existing models assume that the data is missing at random (MAR), which is often violated in recommender systems in practice. Incorrect assumption on missing data ignores the missing data mechanism, leading to biased inferences and prediction. In this paper we present a Bayesian binomial mixture model for collaborative prediction, where the generative process for data and missing data mechanism are jointly modeled to handle nonrandom missing data. Missing data mechanism is modeled by three factors, each of which is related to users, items, and rating values. Each factor is modeled by Bernoulli random variable, and the observation of rating value is determined by the Boolean OR operation of three binary variables. We develop computationallyefficient variational inference algorithms, where variational parameters have closed-form update rules and the computational complexity depends on the number of observed ratings, instead of the size of the rating data matrix. We also discuss implementation issues on hyperparameter tuning and estimation based on empirical Bayes. Experiments on Yahoo! Music and MovieLens datasets confirm the useful behavior of our model by demonstrating that: (1) it outperforms state-of-the-art methods in yielding higher predictive performance; (2) it finds meaningful solutions instead of undesirable boundary solutions; (3) it provides rating trend analysis on why ratings are observed. Copyright © 2014 ACM."
"Collins A., Tkaczyk D., Aizawa A., Beel J.",[No title available],2018,"A Study of Position Bias in Digital Library Recommender Systems",,[No abstract available]
"Yu J., Zhu H., Chang C.-Y., Feng X., Yuan B., He X., Dong Z.","Influence Function for Unbiased Recommendation",2020,"SIGIR 2020 - Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090125344&doi=10.1145%2f3397271.3401321&partnerID=40&md5=d7fe07be67d91186e4cd01878602714d","Recommender system is one of the most successful machine learning technologies for commerce. However, it can reinforce the closed feedback loop problem, where the recommender system generates items to users, then the further recommendation model is trained with the data that users' feedback to the items. Such self-reinforcing pattern can cause data bias problems. There are several debiasing methods, inverse-propensity-scoring (IPS) is a practical one for industry product. Since it is relatively easy to reweight training samples, and ameliorate the distribution shift problem. However,because of deterministic policy problem and confoundings in real-world data, it is hard to predict propensity score accurately. Inspired by the sample reweight work for robust deep learning, we propose a novel influence function based method for recommendation modeling, and analyze how the influence function corrects the bias. In the experiments, our proposed method achieves better performance against the state-of-the-art approaches. © 2020 ACM."
"Mansoury M., Abdollahpouri H., Pechenizkiy M., Mobasher B., Burke R.",[No title available],2020,"Feedback Loop and Bias Amplification in Recommender Systems",,[No abstract available]
"Farnadi Golnoosh, Kouki Pigi, Thompson Spencer K., Srinivasan Sriram, Getoor Lise",[No title available],2018,"A Fairness-aware Hybrid Recommender System",,[No abstract available]
"Bao W., Wen H., Li S., Liu X.-Y., Lin Q., Yang K.","GMCM: Graph-based Micro-behavior Conversion Model for Post-click Conversion Rate Estimation",2020,"SIGIR 2020 - Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090118999&doi=10.1145%2f3397271.3401425&partnerID=40&md5=16e692cd8736745e6a615cfd05f75d6b","Purchase-related micro-behaviors, e.g., favorite, add to cart, read reviews, etc., provide implicit feedback of users' decision-making process. Such informative feedback can lead to fine-grained post-click conversion rate (CVR) modeling of the buying process. However, most existing works on CVR estimation either neglect these informative feedback, or model them as a sequential pattern with Recurrent Neural Networks. We argue such modeling could be inappropriate since different orders of micro-behaviors may represent similar user buying intention, and micro-behaviors often correlate with each other. To this end, we propose to represent user micro-behaviors as a Purchase-related Micro-behavior Graph (PMG). Specifically, each node stands for one micro-behavior, and edge weights denote the connection strength. Based on this graph representation, we frame CVR estimation as a graph classification problem over the PMG instances. We propose a novel CVR model, namely, Graph-based Micro-behavior Conversion Model (GMCM), that utilizes Graph Convolutional networks (GCN) to enhance the conventional CVR modeling. In addition, we adopt multi-task learning and inverse propensity weighting to tackle two well-recognized issues in CVR estimation: data sparsity and sample selection bias. Extensive experiments on six large-scale production datasets demonstrate that the proposed methods outperform the state-of-the-art CVR methods under industrial setting. © 2020 ACM."
"Kamishima T., Akaho S., Asoh H., Sato I.","Model-Based Approaches for Independence-Enhanced Recommendation",2016,"IEEE International Conference on Data Mining Workshops, ICDMW","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015179218&doi=10.1109%2fICDMW.2016.0127&partnerID=40&md5=82798405bc5b29311bf768c711aa2fc8","This paper studies a new approach to enhance recommendation independence. Such approaches are useful in ensuring adherence to laws and regulations, fair treatment of content providers, and exclusion of unwanted information. For example, recommendations that match an employer with a job applicant should not be based on socially sensitive information, such as gender or race, from the perspective of social fairness. An algorithm that could exclude the influence of such sensitive information would be useful in this case. We previously gave a formal definition of recommendation independence and proposed a method adopting a regularizer that imposes such an independence constraint. As no other options than this regularization approach have been put forward, we here propose a new model-based approach, which is based on a generative model that satisfies the constraint of recommendation independence. We apply this approach to a latent class model and empirically show that the model-based approach can enhance recommendation independence. Recommendation algorithms based on generative models, such as topic models, are important, because they have a flexible functionality that enables them to incorporate a wide variety of information types. Our new model-based approach will broaden the applications of independence-enhanced recommendation by integrating the functionality of generative models. © 2016 IEEE."
"Wang N., Qin Z., Wang X., Wang H.","Non-Clicks Mean Irrelevant? Propensity Ratio Scoring As a Correction",2021,"WSDM 2021 - Proceedings of the 14th ACM International Conference on Web Search and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103043721&doi=10.1145%2f3437963.3441798&partnerID=40&md5=647c56a2aa3caa5a3e50ebc16439e043","Recent advances in unbiased learning to rank (LTR) count on Inverse Propensity Scoring (IPS) to eliminate bias in implicit feedback. Though theoretically sound in correcting the bias introduced by treating clicked documents as relevant, IPS ignores the bias caused by (implicitly) treating non-clicked ones as irrelevant. In this work, we first rigorously prove that such use of click data leads to unnecessary pairwise comparisons between relevant documents, which prevent unbiased ranker optimization. Based on the proof, we derive a simple yet well justified new weighting scheme, called Propensity Ratio Scoring (PRS), which provides treatments on both clicks and non-clicks. Besides correcting the bias in clicks, PRS avoids relevant-relevant document comparisons in LTR training and enjoys a lower variability. Our extensive empirical evaluations confirm that PRS ensures a more effective use of click data and improved performance in both synthetic data from a set of LTR benchmarks, as well as in the real-world large-scale data from GMail search. © 2021 Owner/Author."
