Database,Relevant,Title,Authors,Venue,Year,Abstract,Link
Google,,Mrp2rec: Exploring multiple-step relation path semantics for knowledge graph-based recommendations,"['T Wang', 'D Shi', 'Z Wang', 'S Xu', 'H Xu']",IEEE Access,2020.0,"be effective for improving the performance of recommender systems. KGs can store rich side   The second dataset is BookCrossing,2 which consists of 1,149,780 explicit ratings of books.",https://ieeexplore.ieee.org/abstract/document/9146117/
Google,,Computing recommendations via a Knowledge Graph-aware Autoencoder,"['V Bellini', 'A Schiavone', 'T Di Noia', 'A Ragone']",arXiv preprint arXiv …,2018.0,"discuss related works on recommender systems exploiting deep  Moreover, it does not need  bias nodes because these latter  9,926 items mapped for LibraryThing. For our experiments,",https://arxiv.org/abs/1807.05006
Google,,Prototypical contrastive learning through alignment and uniformity for recommendation,"['Y Ou', 'L Chen', 'F Pan', 'Y Wu']",arXiv preprint arXiv:2402.02079,2024.0,"To address the problem of sample bias, we design a prototypical contrastive learning   the Yelp2018 and AmazonBooks datasets and eliminate duplicate interactions from the",https://arxiv.org/abs/2402.02079
Google,,Decision Analytics Journal,"['MO Ayemowa', 'R Ibrahim', 'YA Bena']",,,"recommender systems: content-based methods, collaborative filtering techniques and hybrid  approaches under the traditional recommender  included publication bias and potential",https://www.researchgate.net/profile/Matthew-Ojo-Ayemowa/publication/384338078_A_systematic_review_of_the_literature_on_deep_learning_approaches_for_cross-domain_recommender_systems/links/66f516329e6e82486ff04825/A-systematic-review-of-the-literature-on-deep-learning-approaches-for-cross-domain-recommender-systems.pdf
Google,,Co-refining user and item representations with feature-level self-attention for enhanced recommendation,"['Z Guo', 'D Yang', 'B Liu', 'L Xue']",2020 IEEE/ACM …,2020.0,"have also imported DNNs into recommender systems [1]–[3] to  To avoid statistics bias, the  results of each model reported in  user-item interactions in Book-Crossing is more sparer. The",https://ieeexplore.ieee.org/abstract/document/9381303/
Google,,Comparing fair ranking metrics,"['A Raj', 'MD Ekstrand']",arXiv preprint arXiv:2009.01311,2020.0,"in a search system or a user in recommender system) 𝑞1,𝑞2,.. measures that incorporate  position bias by averaging parity  software [8] on data from GoodReads [23], modifying the",https://arxiv.org/abs/2009.01311
Google,,MetaGA: Metalearning With Graph-Attention for Improved Long-Tail Item Recommendation,"['B Qin', 'Z Huang', 'Z Wu', 'C Wang']",IEEE Transactions on …,2024.0,"This article reviews existing research on recommender systems that utilize graph  The  Bookcrossing dataset includes user ratings for books ranging from 1 to 10, including both explicit",https://ieeexplore.ieee.org/abstract/document/10579892/
Google,,ML2E: meta-learning embedding ensemble for cold-start recommendation,"['H Wang', 'Y Zhao']",IEEE Access,2020.0,This is an interesting topic to build a good personalized recommender system on machine   a personalized recommender system on the cold-start situation. Any recommender systems,https://ieeexplore.ieee.org/abstract/document/9187870/
Google,,Trusted gossip: A rumor resistant dissemination mechanism for peer-to-peer information sharing,"['A Mitra', 'M Maheswaran']",21st International Conference on …,2007.0,"Mainly, it is felt, a P2P architecture can provide censorship and bias resistance to  service,  Bookcrossing is online book rating service, and Movielens is an online recommender system",https://ieeexplore.ieee.org/abstract/document/4220960/
Google,,Deep Tree-based Retrieval for Efficient Recommendation: Theory and Method,"['Z Liu', 'J Zhang', 'C Feng', 'D Lian', 'J Wang']",arXiv preprint arXiv …,2024.0,"techniques that are highly beneficial in developing such recommender systems and then   and exposure bias problems and to speed up the convergence of recommender training [32, 33",https://arxiv.org/abs/2408.11345
Google,,Improving collaborative filtering with fuzzy clustering,['E Beukman'],,2021.0,Recommender systems are machine learning algorithms  the main approaches to the  recommender system problem. A  books on websites such as Goodreads. Though explicit,https://scholar.sun.ac.za/handle/10019.1/123856
Google,,When latent features meet side information: A preference relation based graph neural network for collaborative filtering,"['X Shi', 'Y Zhang', 'A Pujahari', 'SK Mishra']",Expert Systems with Applications,2024.0,Further the authors introduced an inductive bias using novel vector  to recommender systems  where we want to generate ranking of items. But the generalization to recommender system,https://www.sciencedirect.com/science/article/pii/S0957417424022905
Google,,Subjective attributes in conversational recommendation systems: challenges and opportunities,"['F Radlinski', 'C Boutilier', 'D Ramachandran']",Proceedings of the …,2022.0,"We outline different forms of subjectivity in recommender settings, and briefly sketch some  model formulations. We emphasize that this short treatment is merely suggestive, intended to",https://ojs.aaai.org/index.php/AAAI/article/view/21492
Google,,EXPERT RECOMMENDATION AND SEAMLESS GENERATION OF HIGH-QUALITY VIDEOS USING ML-LITERATURE SURVEY,['SR Chavan'],,,,missing
Google,,MeKB-Rec: Personal Knowledge Graph Learning for Cross-Domain Recommendation,"['X Su', 'Y Zhou', 'Z Shan', 'Q Chen']",arXiv preprint arXiv:2310.11088,2023.0,It is a long-standing challenge in modern recommender  interests and reduces exposure  bias on the recommendation  We split users in the Movies test set in the Amazon Books →,https://arxiv.org/abs/2310.11088
Google,,TPUF: Enhancing Cross-domain Sequential Recommendation via Transferring Pre-trained User Features,"['Y Ding', 'H Li', 'K Chen', 'L Shou']",Proceedings of the 32nd ACM …,2023.0,"two domains, we also consider the distribution bias of feature vectors trained in these domains.   Matrix factorization techniques for recommender systems. Computer (2009), 30–37. [25]",https://dl.acm.org/doi/abs/10.1145/3583780.3615094
Google,,Knowledge graph enhanced neural collaborative recommendation,"['L Sang', 'M Xu', 'S Qian', 'X Wu']",Expert systems with applications,2021.0,"grows at an unprecedented rate, the recommender system is becoming more and more  b  , where W r l and b are the weight matrix and bias, respectively, σ is an activation function, eg a",https://www.sciencedirect.com/science/article/pii/S0957417420307685
Google,,A Multiscale Neighbor-Aware Attention Network for Collaborative Filtering,"['J Zheng', 'T Jing', 'F Cao', 'Y Kang', 'Q Chen', 'Y Li']",Electronics,2023.0,"recommender systems [3]. Aiming to solve the sparse recommendation problem, most  recommender  Here, the parameters b g , b u , and b v are global bias, user bias, and item bias. To",https://www.mdpi.com/2079-9292/12/20/4372
Google,,Confirmation bias in information search with social tags,['S Schweiger'],,2021.0,that tag size influenced confirmation bias in a moderate to strong  shows that confirmation  bias and individual evaluations guide  of confirmation bias on information search behaviour.,https://tobias-lib.ub.uni-tuebingen.de/xmlui/handle/10900/111700
Google,,Multi-task Feature Learning for Social Recommendation,"['Y Zhang', 'M Sun', 'X Zhang', 'Y Zhang']",China Conference on Knowledge …,2021.0,"The purpose of the recommender system is to recommend personalized products or  the  problem and improve the performance of the recommender systems. In this paper, we consider",https://link.springer.com/chapter/10.1007/978-981-16-6471-7_18
Google,,Tiger: Transferable interest graph embedding for domain-level zero-shot recommendation,"['J Zhuo', 'J Lian', 'L Xu', 'M Gong', 'L Shou', 'D Jiang']",Proceedings of the 31st …,2022.0,"recommender system cold-starting means the target domain is brand new without any user-item  interactions. In this paper, we call the task of recommender  strong linguistics bias [46]. In",https://dl.acm.org/doi/abs/10.1145/3511808.3557472
Google,,Attentive knowledge-aware graph convolutional networks with collaborative guidance for personalized recommendation,"['Y Chen', 'Y Yang', 'Y Wang', 'J Bai']",2022 IEEE 38th …,2022.0,"and cold-start problems of traditional recommender systems (RSs),  Here W and b are  the trainable weight and bias. σ is the  Book-Crossing (Book)2 is a dataset of book ratings in",https://ieeexplore.ieee.org/abstract/document/9835464/
Google,,Group-aware graph neural networks for sequential recommendation,"['Z Huang', 'Z Sun', 'J Liu', 'Y Ye']",Information Sciences,2024.0,"Sequential recommendations play a crucial role in recommender systems. Existing methods   with global relations, thereby addressing popularity bias and disentangling user conformity.",https://www.sciencedirect.com/science/article/pii/S002002552400536X
Google,,On the choice of data sources to improve content discoverability via textual feature optimization,"['E Santos-Neto', 'T Pontes', 'J Almeida']",Proceedings of the 25th …,2014.0,"It is worth highlighting that this work uses recommender algorithms in a different context   The reason for using a budget per video is that otherwise, a uniform larger budget, would bias",https://dl.acm.org/doi/abs/10.1145/2631775.2631815
Google,,NeuTraL: Neural Transfer Learning for Personalized Ranking,['R Otunba'],systems research,2022.0,We select model parameters to avoid bias throughout our  Goodreads dataset: We use the  genres as book attributes for  We measured how well a recommender system is able to rank a,https://ceur-ws.org/Vol-3135/darliap_paper2.pdf
Google,,Meta Auxiliary Learning for Top-K Recommendation,"['X Li', 'C Ma', 'G Li', 'P Xu', 'CH Liu', 'Y Yuan']",IEEE Transactions on …,2022.0,Recommender systems are playing a significant role in modern society to  not  all auxiliary tasks can provide the inductive bias to make the model further capture meaningful,https://ieeexplore.ieee.org/abstract/document/9954614/
Google,,Revisiting Neural Retrieval on Accelerators,"['J Zhai', 'Z Gong', 'Y Wang', 'X Sun', 'Z Yan', 'F Li']",Proceedings of the 29th …,2023.0,"gains and reduced popularity bias, validating the proposed  For ML-20M and Amazon  Books, we kept dropout rate  experiments on ML-20M and Amazon Books datasets (up to 3d for",https://dl.acm.org/doi/abs/10.1145/3580305.3599897
Google,,Music Recommendation System Based on Big Data and Machine Learning Algorithm,['C Shuxuan'],2024 IEEE 4th International Conference on …,2024.0,"The optimization was conducted to solve the cold-start problem and bias and improve   Usually, the recommender system with model fusion shows superiority over other systems.",https://ieeexplore.ieee.org/abstract/document/10602611/
Google,,Understanding and modeling user behavior for recommendation systems,"['S Bhogan', 'VS Rajpurohit', 'SS Sannakki']",AIP Conference Proceedings,2024.0,"E-commerce recommender systems enhance the customer  consideration of contextual  factors, bias towards mainstream products, and long- Recommender systems may provide varied",https://pubs.aip.org/aip/acp/article-abstract/3149/1/140032/3308621
Google,,Detecting the Adversarially-Learned Injection Attacks via Knowledge Graphs,"['Y Hao', 'H Wang', 'Q Zhao', 'L Feng', 'J Wang']",Information Systems,2024.0,"to detect injection attacks in recommender systems. However,  and inject them into RSs to  bias the recommendation outputs. In  We take MovieLens-1M, Book-Crossing, and Nowplaying",https://www.sciencedirect.com/science/article/pii/S0306437924000772
Google,,Pairwise interactive graph attention network for context-aware recommendation,"['Y Liu', 'F Shen', 'J Zhao']",arXiv preprint arXiv:1911.07429,2019.0,"In recommender systems, recent interactions are usually more reflective of user preference   ics and Byte-Recommend but underperforms on Amazon Books, which implies that it’s",https://arxiv.org/abs/1911.07429
Google,,Knowledge graph enhanced neural collaborative filtering with residual recurrent network,"['L Sang', 'M Xu', 'S Qian', 'X Wu']",Neurocomputing,2021.0,"the sparsity problem in recommender system. However,  to 4, while all ratings in Book-Crossing  and Last.FM are set to  of α would drive the objective function bias to the KG context",https://www.sciencedirect.com/science/article/pii/S0925231221004276
Google,,A case study in educational recommenders: Recommending music partitures at tomplay,"['A Ajalloeian', 'M Vlachos', 'J Schneider']",Proceedings of the 31st …,2022.0,"recommendation datasets for books (goodreads), movies ( Our approach can be applied  to any recommender model  values in layer 𝑙, b𝑙 is the bias of the layer, W𝑙 is the weight",https://dl.acm.org/doi/abs/10.1145/3511808.3557111
Google,,Leveraging Knowledge Context Information to Enhance Personalized Recommendation,"['J Wang', 'Y Kou', 'Y Zhang', 'N Gao', 'CY Tu']","… 27, 2020, Proceedings, Part III 27",2020.0,"\mathbb {R}^{d_a}\) is the bias term, and the softmax is performed along the second dimension  of  recommender systems. Book-Crossing Footnote 2 collects user ratings for books from",https://link.springer.com/chapter/10.1007/978-3-030-63836-8_39
Google,,Deep Learning-Based Recommendation System: Systematic Review and Classification,"['C Li', 'I Ishak', 'H Ibrahim', 'M Zolkepli', 'F Sidi', 'C Li']",IEEE Access,2023.0,"in recommender systems, the authors believe that self-supervised learning in GNN-based  recommender  reviewers helped us to minimize bias and focus on our research objectives.",https://ieeexplore.ieee.org/abstract/document/10274963/
Google,,The influence of reviewer engagement characteristics on online review helpfulness: A text regression model,"['TL Ngo-Ye', 'AP Sinha']",Decision Support Systems,2014.0,"By removing the current review, we make sure that we are not using the votes for the  current review in estimating its usefulness, which could otherwise bias the Monetary Value",https://www.sciencedirect.com/science/article/pii/S0167923614000128
Google,,MCL: Mixed-centric loss for collaborative filtering,"['Z Gao', 'Z Cheng', 'F Pérez', 'J Sun']",Proceedings of the ACM …,2022.0,user and item embeddings lies at the core of recent progress in recommender systems.   For the loss functions we leverage: • SML [16] introduces an adaptive bias for each user to allow,https://dl.acm.org/doi/abs/10.1145/3485447.3512106
Google,,Personalized Elastic Embedding Learning for On-Device Recommendation,"['R Zheng', 'L Qu', 'T Chen', 'K Zheng']",IEEE Transactions on …,2024.0,"1) Base Recommender Systems: It is worth  recommender systems [52] to matrix factorization  [53]. we employ a graph neural network model, LightGCN [54], as the base recommender",https://ieeexplore.ieee.org/abstract/document/10419026/
Google,,Leveraging item attribute popularity for group recommendation,"['R Saxena', 'S Kaur', 'H Ahuja', 'S Narang']",International Journal of System …,2024.0,a DF-based group recommender system (IAPR) targeting New  user problem along with  popularity bias within the group.  to contemporary group recommender systems. Higher precision,https://link.springer.com/article/10.1007/s13198-024-02286-y
Google,,Privacy-preserving Multi-source Cross-domain Recommendation Based on Knowledge Graph,"['J Liu', 'L Shang', 'Y Su', 'W Nie', 'X Wen', 'A Liu']",ACM Transactions on …,2024.0,The cross-domain recommender systems aim to alleviate the data sparsity problem in the   We think the reason is that a domain bias is generated when using oline features of items,https://dl.acm.org/doi/abs/10.1145/3639706
Google,,HARSAM: A hybrid model for recommendation supported by self-attention mechanism,"['D Peng', 'W Yuan', 'C Liu']",IEEE Access,2019.0,"and extensibility of the recommender system, but also  , W and b are weight matrix and bias  used in the neural network.  are also provided in Book-Crossing datasets In the experiments,",https://ieeexplore.ieee.org/abstract/document/8610224/
Google,,A hybrid model based on LFM and BiGRU toward research paper recommendation,"['X Zhao', 'H Kang', 'T Feng', 'C Meng', 'Z Nie']",IEEE Access,2020.0,"To solve this problem, search engines and recommender  Therefore, we set the bias term Iu,i  based on the original loss  information and ratings in the LibraryThing dataset. After deleting",https://ieeexplore.ieee.org/abstract/document/9224616/
Google,,Evaluating Machine Learned User Experiences,['A Gunawardana'],NIPS Workshop on Multi-class and Multi-label Learning …,,"for selection bias in data sets. Bottou et al, JMLR 2013: How to use data reweighting and  a priori causal knowledge to correct for selection bias and make counter-factual inferences.",http://manikvarma.org/events/XC15/Slides/asela.pdf
Google,,KMIC: A Knowledge-Aware Recommendation with Multivariate Intentions Contrastive Learning,"['Y Peng', 'T Dan', 'Z Zhao', 'A Maoliniyazi']",Asia-Pacific Web (APWeb) …,2024.0,"Recommender systems are designed to assist users in  function, W and b denotes  transformation weight and bias.  We adopt CKAN’s pre-processing strategy [23] for the",https://link.springer.com/chapter/10.1007/978-981-97-7235-3_6
Google,,LKT-FM: A novel rating pattern transfer model for improving non-overlapping cross-domain collaborative filtering,"['Y Zang', 'X Hu']",Machine Learning and Knowledge Discovery in …,2017.0,"website would like to build a recommender system. Due to the  where is the global bias, are  the biases of feature i, vector  scales from 1 to 5 for Book-Crossing and EachMovie dataset.",https://link.springer.com/chapter/10.1007/978-3-319-71246-8_39
Google,,Sequential recommendation for cold-start users with meta transitional learning,"['J Wang', 'K Ding', 'J Caverlee']",Proceedings of the 44th International ACM …,2021.0,"formulate training a sequential recommender as solving a new  in which W and b is the  trainable transform matrix and bias  Book is scraped from Goodreads, a book platform for users",https://dl.acm.org/doi/abs/10.1145/3404835.3463089
Google,,Master research Internship,"['F De Moor', 'D Frey', 'A Mucherino']",,,"In Figure 4, we show an overview of a recommender system  We also consider the  BookCrossing dataset which consists in  Since these items introduce a bias, we remove them from",https://people.irisa.fr/Davide.Frey/wp-content/uploads/2024/02/florestanDeMoor.pdf
Scopus,,Booklovers' world: An examination of factors affecting continued usage of social cataloging sites,Choi N.; Joo S.,Journal of the Association for Information Science and Technology,2016.0,"Little is known about what factors influence users' continued use of social cataloging sites. This study therefore examines the impacts of key factors from theories of information systems (IS) success and sense of community (SOC) on users' continuance intention in the social cataloging context. Data collected from an online survey of 323 social cataloging users provide empirical support for the research model. The findings indicate that both information quality (IQ) and system quality (SQ) are significant predictors of satisfaction and SOC, which in turn lead to users' intentions to continue using these sites. In addition, SOC was found to affect continuance intention not only directly, but also indirectly through satisfaction. Theoretically, this study draws attention to a largely unexplored but essential area of research in the social cataloging literature and provides a fundamental basis to understand the determinants of continued social cataloging usage. From a managerial perspective, the findings suggest that social cataloging service providers should constantly focus their efforts on the quality control of their contents and system, and the enhancement of SOC among their users. © 2015 ASIS&T",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995495207&doi=10.1002%2fasi.23556&partnerID=40&md5=c1fed9640c2e488d6e5139a3b0a30a2d
Scopus,,Sparsity reduction technique using grouping method for matrix factorization in differentially private recommendation systems,Kim T.; Jung K.; Park S.,IEICE Transactions on Information and Systems,2020.0,"Web service users are overwhelmed by the amount of information presented to them and have difficulties in finding the information that they need. Therefore, a recommendation system that predicts users' taste is an essential factor for the success of businesses. However, recommendation systems require users' personal information and can thus lead to serious privacy violations. To solve this problem, many research has been conducted about protecting personal information in recommendation systems and implementing differential privacy, a privacy protection technique that inserts noise into the original data. However, previous studies did not examine the following factors in applying differential privacy to recommendation systems. First, they did not consider the sparsity of user rating information. The total number of items is much more than the number of user-rated items. Therefore, a rating matrix created for users and items will be very sparse. This characteristic renders the identification of user patterns in rating matrixes difficult. Therefore, the sparsity issue should be considered in the application of differential privacy to recommendation systems. Second, previous studies focused on protecting user rating information but did not aim to protect the lists of user-rated items. Recommendation systems should protect these item lists because they also disclose user preferences. In this study, we propose a differentially private recommendation scheme that bases on a grouping method to solve the sparsity issue and to protect user-rated item lists and user rating information. The proposed technique shows better performance and privacy protection on actual movie rating data in comparison with an existing technique. © 2020 Institute of Electronics, Information and Communication, Engineers, IEICE. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089384096&doi=10.1587%2ftransinf.2019EDP7238&partnerID=40&md5=de2c59967ae858ddc1da2005c213e2c7
Scopus,,RepSys: Framework for Interactive Evaluation of Recommender Systems,Šafaǎík J.; Vančura V.; Kordík P.,RecSys 2022 - Proceedings of the 16th ACM Conference on Recommender Systems,2022.0,"Making recommender systems more transparent and auditable is crucial for the future adoption of these systems. Available tools typically present mostly errors of models aggregated over all test users, which is often insufficient to uncover hidden biases and problems. Moreover, the emphasis is primarily on the accuracy of recommendations but less on other important metrics, such as the diversity of recommended items, the extent of catalog coverage, or the opportunity to discover novel items at bestsellers' expense. In this work, we propose RepSys, a framework for evaluating recommender systems. Our work offers a set of highly interactive approaches for investigating various scenario recommendations, analyzing a dataset, and evaluating distributions of various metrics that combine visualization techniques with existing offline evaluation methods. RepSys framework is available under an open-source license to other researchers.  © 2022 Owner/Author.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139551521&doi=10.1145%2f3523227.3551469&partnerID=40&md5=b5156e201ab2b101a6c039a6d2d70974
Scopus,,Investigating the Effects of E-Marketing Factors for Agricultural Products on the Emergence of Sustainable Consumer Behaviour,Zia A.; Alzahrani M.,Sustainability (Switzerland),2022.0,"The digitalisation of services is a process that is gaining traction worldwide owing to the numerous benefits that it provides to sellers and consumers. This study aimed to explore the impact of e-marketing factors for agricultural products on the sustainable consumer behaviour. The technology acceptance model (TAM) and the extended unified theory of acceptance and use of technology (UTAUT2) model were used to investigate the factors that trigger long-term behavioural changes towards more sustainable consumer behaviour. Trust and continuance intention (CI) constitute sustainable consumer behaviours. The survey-based data were collected from 172 farmers in and around the Al-Baha province of Saudi Arabia. The findings reveal that, out of the six factors, social influence (SI), hedonic motives (HM), and perceived risk (PR) had a significant impact on trust whereas the perceived usefulness (PU), information quality (IQ), and the perceived ease of use (PEOU) had an insignificant impact on trust. Trust appears to had a substantial positive impact on the development of CI. Furthermore, the significant moderation of age and the insignificant moderation of education are observed among trust–CI relationship. Therefore, policymakers should concentrate on the factors such as SI and decrease the factors that are related to the PR in order to achieve a higher level of trust. This study contributes to the literature on e-marketing of agricultural products resulting in the formation of CI that triggers long-term behavioural changes towards more sustainable consumer behaviour. © 2022 by the authors.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140829954&doi=10.3390%2fsu142013072&partnerID=40&md5=fe9f0ae270f4cfb8a0665c62c399fa19
Scopus,,On Generative Agents in Recommendation,Zhang A.; Chen Y.; Sheng L.; Wang X.; Chua T.-S.,SIGIR 2024 - Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,2024.0,"Recommender systems are the cornerstone of today's information dissemination, yet a disconnect between offline metrics and online performance greatly hinders their development. Addressing this challenge, we envision a recommendation simulator, capitalizing on recent breakthroughs in human-level intelligence exhibited by Large Language Models (LLMs). We propose Agent4Rec, a user simulator in recommendation, leveraging LLM-empowered generative agents equipped with user profile, memory, and actions modules specifically tailored for the recommender system. In particular, these agents' profile modules are initialized using real-world datasets (e.g., MovieLens, Steam, Amazon-Book), capturing users' unique tastes and social traits; memory modules log both factual and emotional memories and are integrated with an emotion-driven reflection mechanism; action modules support a wide variety of behaviors, spanning both taste-driven and emotion-driven actions. Each agent interacts with personalized recommender models in a page-by-page manner, relying on a pre-implemented collaborative filtering-based recommendation algorithm. We delve into both the capabilities and limitations of Agent4Rec, aiming to explore an essential research question: ""To what extent can LLM-empowered generative agents faithfully simulate the behavior of real, autonomous humans in recommender systems?""Extensive and multi-faceted evaluations of Agent4Rec highlight both the alignment and deviation between agents and user-personalized preferences. Beyond mere performance comparison, we explore insightful experiments, such as emulating the filter bubble effect and discovering the underlying causal relationships in recommendation tasks. © 2024 Owner/Author.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193013472&doi=10.1145%2f3626772.3657844&partnerID=40&md5=b44cdee4183e3e8123d44abfc7e076be
Scopus,,The Tag Genome Dataset for Books,Kotkov D.; Medlar A.; Maslov A.; Satyal U.R.; Neovius M.; Glowacka D.,CHIIR 2022 - Proceedings of the 2022 Conference on Human Information Interaction and Retrieval,2022.0,"Attaching tags to items, such as books or movies, is found in many online systems. While a majority of these systems use binary tags, continuous item-Tag relevance scores, such as those in tag genome, offer richer descriptions of item content. For example, tag genome for movies assigns the tag ""gangster""to the movie ""The Godfather (1972)""with a score of 0.93 on a scale of 0 to 1. Tag genome has received considerable attention in recommender systems research and has been used in a wide variety of studies, from investigating the effects of recommender systems on users to generating ideas for movies that appeal to certain user groups. In this paper, we present tag genome for books, a dataset containing book-Tag relevance scores, where a significant number of tags overlap with those from tag genome for movies. To generate our dataset, we designed a survey based on popular books and tags from the Goodreads dataset. In our survey, we asked users to provide ratings for how well tags applied to books. We generated book-Tag relevance scores based on user ratings along with features from the Goodreads dataset. In addition to being used to create book recommender systems, tag genome for books can be combined with the tag genome for movies to tackle cross-domain problems, such as recommending books based on movie preferences.  © 2022 Owner/Author.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127450766&doi=10.1145%2f3498366.3505833&partnerID=40&md5=9cc0f5d2cb8e63e9f092a4c7e530123d
Scopus,,"Complexities associated with user-generated book reviews in digital libraries: Temporal, cultural, and political case studies",Hu Y.; LeBlanc Z.; Diesner J.; Underwood T.; Layne-Worthey G.; Stephen Downie J.,Proceedings of the ACM/IEEE Joint Conference on Digital Libraries,2022.0,"While digital libraries (DL) have made large-scale collections of digitized books increasingly available to researchers [31, 67], there remains a dearth of similar data provisions or infrastructure for computational studies of the consumption and reception of books. In the last two decades, user-generated book reviews on social media have opened up unprecedented research possibilities for humanities and social sciences (HSS) scholars who are interested in book reception. However, limitations and gaps have emerged from existing DH research which utilize social media data for answering HSS questions. To shed light on the under-investigated features of user-generated book reviews and the challenges they might pose to scholarly research, we conducted three exemplar cases studies: (1) a longitudinal analysis for profiling the temporal changes of ratings and popularity of 552 books across ten years; (2) a cross-cultural comparison of book ratings of the same 538 books across two platforms; and, (3) a classification experiment on 20,000 sponsored and non-sponsored books reviews. Correspondingly, our research reveals the real-world complexities and under-investigated features of user-generated book reviews in three dimensions: The transience of book ratings and popularity (temporal dimension), the cross-cultural differences in reading interests and book reception (cultural dimension), and the user power dynamics behind the publicly accessible reviews (""political"" dimension). Our case studies also demonstrate the challenges posed by user-generated book reviews' real-world complexities to their scholarly usage and propose solutions to these challenges. We conclude that DL stakeholders and scholars working with user-generated book reviews should look. © 2022 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133290156&doi=10.1145%2f3529372.3530930&partnerID=40&md5=31d97b2269fec252ff43b0281a18aa56
Scopus,,Causal Inference for Knowledge Graph Based Recommendation,Wei Y.; Wang X.; Nie L.; Li S.; Wang D.; Chua T.-S.,IEEE Transactions on Knowledge and Data Engineering,2023.0,"Knowledge Graph (KG), as a side-information, tends to be utilized to supplement the collaborative filtering (CF) based recommendation model. By mapping items with the entities in KGs, prior studies mostly extract the knowledge information from the KGs and inject it into the representations of users and items. Despite their remarkable performance, they fail to model the user preference on attribute in the KG, since they ignore that (1) the structure information of KG may hinder the user preference learning, and (2) the user's interacted attributes will result in the bias issue on the similarity scores. With the help of causality tools, we construct the causal-effect relation between the variables in KG-based recommendation and identify the reasons causing the mentioned challenges. Accordingly, we develop a new framework, termed Knowledge Graph-based Causal Recommendation (KGCR), which implements the deconfounded user preference learning and adopts counterfactual inference to eliminate bias in the similarity scoring. Ultimately, we evaluate our proposed model on three datasets, including Amazon-book, LastFM, and Yelp2018 datasets. By conducting extensive experiments on the datasets, we demonstrate that KGCR outperforms several state-of-the-art baselines, such as KGNN-LS (Wang et al., 2019), KGAT (Wang et al., 2019) and KGIN (Wang et al., 2021). © 1989-2012 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146234200&doi=10.1109%2fTKDE.2022.3231352&partnerID=40&md5=f2a7668cd993f877005cdc3415498456
Scopus,,The Paradox of Publicity: How Awards Can Negatively Affect the Evaluation of Quality,Kovács B.; Sharkey A.J.,Administrative Science Quarterly,2014.0,"Although increases in status often lead to more favorable inferences about quality in subsequent evaluations, in this paper, we examine a setting in which an increase to an actor's status results in less favorable quality evaluations, contrary to what much of sociological and management theory would predict. Comparing thousands of reader reviews on Goodreads.com of 64 English-language books that either won or were short-listed for prestigious book awards between 2007 and 2011, we find that prizewinning books tend to attract more readers following the announcement of an award and that readers' ratings of award-winning books tend to decline more precipitously following the announcement of an award relative to books that were named as finalists but did not win. We explain this surprising result, focusing on two mechanisms whereby signals of quality that tend to promote adoption can subsequently have a negative impact on evaluation. First, we propose that the audience evaluating a high-status actor or object tends to shift as a result of a public status shock, like an award, increasing in number but also in diverse tastes. We outline how this shift might translate into less favorable evaluations of quality. Second, we show that the increase in popularity that tends to follow a status shock is off-putting to some, also resulting in more negative evaluations. We show that our proposed mechanisms together explain the negative effect of status on evaluations in the context of the literary world. © The Author(s) 2014.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893871013&doi=10.1177%2f0001839214523602&partnerID=40&md5=490f67a4a07a781f64a4e62069415ab4
Scopus,,Improving of user trust in machine learning recommender-based business applications through UI design: A case study,JingWen E.M.; Yap B.; Fu S.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2018.0,"Our work focuses on user trust and the impact of UI design on business professionals’ level of engagement when using Machine Learning (ML) recommender applications to accomplish their business tasks. In order to achieve the purpose, the case study is Resume Matching; a web-based application which aims to provide recommendations of the best matched talents for recruiters. Due to the nature of the service provided by Resume Matching and its target users, we need to design its UI to engage recruiters to gain trust on the automatic recommendation. Till this end, we have created an iterative and incremental process of designing and testing the UI components of Resume Matching. This paper presents our design and testing processes, our findings and a set of guidelines on Machine Learning User Trust Improvement (ML-UTI) Research Model for increasing user trust level to end users through effective UI design. © Springer International Publishing AG, part of Springer Nature 2018.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050471713&doi=10.1007%2f978-3-319-91716-0_56&partnerID=40&md5=d87781622cc5911db5244704d79a331b
